ID or #		Start	End
============================
gene0		175	1011
gene1		3166	3891
gene2		3888	4514
gene3		4578	4829
gene4		4882	5181
gene5		5227	5418
gene6		5879	6076
gene7		6475	6633
gene8		7210	7881
gene9		7944	8156
gene10		8156	8569
gene11		8777	9229
gene12		9162	9515
gene13		9512	10957
gene14		11008	11403
gene16		12450	12770
gene17		12853	13503
gene18		13510	14601
gene19		14820	14924
gene21		15885	16175
gene22		16517	17587
gene24		18722	19732
gene25		19807	20175
gene26		20168	21490
gene27		21526	22302
gene28		22311	24074
gene29		24137	24292
gene30		24336	25907
gene31		25976	26329
gene32		26326	26748
gene35		27411	27764
gene36		28133	28960
gene37		29003	29380
gene38		29380	29808
gene39		30220	31173
gene40		31245	31603
gene41		31798	32106
gene42		32103	32408
gene43		32568	34093
gene44		34613	35824
gene45		36007	36993
gene46		36993	38177
gene47		38392	38619
gene48		38609	39004
gene52		44315	44536
gene53		44599	45153
gene54		45153	46187
gene55		46184	46648
gene56		46919	47521
gene57		47658	49148
gene58		49160	50008
gene59		50015	50350
gene61		51803	52087
gene62		52084	53142
gene64		53382	53699
gene66		55011	56138
gene67		56603	57781
gene69		59003	60010
gene71		61699	61959
gene72		62194	62571
gene73		62573	63450
gene74		63998	65215
gene96		85997	86509
gene100		92137	92421
gene103		94486	95076
gene104		95208	95486
gene106		96829	97311
