#Component	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21
#Std. deviation	5.299e+06	1.663e+06	9.64e+05	5.791e+05	2.097e+05	7.972e+04	4.492e+04	3.312e+04	3129	696	239	220.6	148.1	64.46	33.58	14.05	6.686	5.752	4.443	3.721	1.664
#Proportion of variance explained	0.873	0.086	0.0289	0.01043	0.001367	0.0001976	6.274e-05	3.41e-05	3.044e-07	1.506e-08	1.776e-09	1.514e-09	6.815e-10	1.292e-10	3.506e-11	6.142e-12	1.39e-12	1.029e-12	6.138e-13	4.306e-13	8.607e-14
#Loadings	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21
c2	-5.951e-05	-4.054e-05	-2.488e-05	8.3e-05	0.0005651	0.0001427	-0.0001328	0.0003719	0.002521	-0.02491	0.04353	-0.734	-0.08673	-0.01793	0.6294	0.1863	-0.1335	0.01298	-0.04432	-0.001931	0.004159
c3	-0.04186	0.07771	0.03172	-0.04982	-0.657	0.03982	-0.7071	-0.2355	-0.00649	-0.001611	-0.0008212	-0.0006118	0.0004297	-6.429e-05	-3.507e-05	-0.0001032	-3.829e-05	-1.786e-05	-7.74e-06	2.195e-05	2.644e-06
c4	-0.8417	0.4066	-0.1504	0.3107	0.06418	-0.05369	0.005323	-0.006304	0.0004589	-6.748e-05	-0.0003691	-0.0001297	0.0008401	-0.0001109	-0.0001564	-6.991e-06	-2.399e-06	-7.257e-06	5.561e-06	-2.118e-06	-1.712e-06
c5	-0.01474	0.03276	0.02296	-0.02387	-0.3063	-0.2014	-0.02882	0.9286	-0.006423	0.002883	-0.0006258	0.0001728	0.0007391	0.0001583	0.0002231	0.0001458	1.995e-05	4.72e-05	1.827e-05	2.678e-07	-3.444e-06
c6	-8.674e-06	-8.864e-06	-6.172e-06	1.628e-05	9.431e-05	-9.442e-07	4.676e-05	0.0001873	0.0006393	-0.005163	0.01297	-0.09216	-0.002873	-0.01775	0.1824	-0.9722	0.01557	0.1002	0.03995	-0.02367	-0.009211
c8	-1.125e-06	6.343e-06	-1.72e-05	-2.033e-05	8.227e-07	2.291e-06	1.672e-05	-2.052e-05	-6.164e-05	1.423e-05	0.004714	-0.0002772	0.003384	-0.004901	0.01367	0.02008	-0.04732	0.1399	0.3824	0.7145	-0.5664
c9	-5.699e-07	2.903e-06	-6.779e-06	-7.371e-06	-2.061e-07	7.324e-06	1.364e-05	-1.793e-05	-0.0001558	-0.0002879	0.003332	9.299e-05	0.004813	-0.001536	0.007615	0.01782	-0.01717	0.1985	0.3441	0.4211	0.8149
c10	-0.03814	0.2308	-0.6509	-0.7205	0.02452	0.03198	0.02656	0.004727	0.007432	0.0001252	6.639e-05	9.943e-05	-0.0004381	4.101e-05	8.045e-05	6.316e-06	1.014e-05	1.559e-06	-1.587e-05	-2.289e-05	7.918e-06
c11	-8.403e-07	4.186e-06	-8.668e-06	-7.265e-06	-1.078e-06	1.201e-05	-1.099e-05	-2.541e-06	-0.001216	0.001214	0.01207	0.0005388	-0.0022	-0.004471	0.01471	0.01433	-0.2046	-0.2941	0.8219	-0.4389	-0.0534
c12	-4.644e-05	-6.361e-05	-2.482e-06	-2.337e-06	0.0004296	0.0004447	-0.0002273	0.0007748	0.001229	-0.01245	0.05147	-0.6353	-0.2157	0.06329	-0.7181	-0.07277	0.1401	-0.02323	0.04284	0.005403	-0.002718
c13	-0.5234	-0.7719	0.1257	-0.3312	-0.02269	0.06292	-0.004688	0.01332	-0.0003465	8.108e-05	0.0003693	0.0002965	-0.0008139	0.0001066	0.0001586	1.203e-05	1.148e-06	5.307e-06	-6.306e-06	2.726e-06	1.901e-06
