SA-H-Mira	110	379101	2853942	132448	7	32.75	77	76	0	1	29	2299960	77	62	75708	8	3	4	34560	22620	1556	3132	865.27	59.52	1480	76	46	1.61	91.177	1.049	2468	187515	132448	7
SA-H-Sga	150	173010	2787797	39954	22	32.63	32	32	0	0	27	1100475	44	33	98794	27	6	14	68748	20948	1004	2303	817.45	39.18	950	54	0	0	89.826	1.016	2367	137514	38102	23
SA-H-Velvet	60	336190	2824718	122507	7	32.73	64	64	0	0	28	2358994	78	13	75889	8	3	5	28198	22655	1548	2901	867.67	59.29	1478	70	0	0	91.052	1.041	2455	187397	122507	7
SA-H-Mira	110	379101	2853942	132448	7	32.75	0	0	0	0	0	0	0	107	2851085	3	1	0	2145	5	1	1	2074.69	414.94	1	0	46	1.61	11.424	1.994	0	242	379101	1
SA-H-Sga	150	173010	2787797	39954	22	32.63	0	0	0	0	0	0	0	148	2764539	2	1	0	22781	4	0	0	2580.65	0	0	0	0	0	9.376	1.628	0	155	173010	1
SA-H-Velvet	60	336190	2824718	122507	7	32.73	0	0	0	0	0	0	0	58	2797339	2	1	0	26929	4	0	0	2739.73	0	0	0	0	0	9.376	1.536	0	146	336190	1
VC-H-Abyss	153	280277	4086478	94508	13	47.57	3	3	0	0	3	87755	11	71	405031	8	3	3	614664	135	127	462	4.62	4.35	102	25	4125	100.94	98.735	1.07	2602	246076	119666	8
VC-M-Abyss	196	178118	3904784	60973	21	47.56	1	1	0	0	1	62005	0	93	1005322	0	0	0	0	93	56	70	3.21	1.93	54	2	0	0	97.857	1.001	2533	178118	79406	14
VC-H-Cabog	127	256726	3855600	61249	19	47.53	5	5	0	0	5	285045	9	22	400609	15	3	3	548333	339	194	212	11.82	6.76	192	2	0	0	97.067	1.019	2528	256726	75899	12
VC-M-Cabog	241	140691	3953298	33710	34	47.52	3	3	0	0	3	54449	6	74	575592	23	3	5	441445	189	90	130	6.51	3.1	85	5	0	0	98.075	1.018	2546	140691	45141	21
VC-H-Mira	152	316666	3957629	92000	14	47.5	9	9	0	0	7	494457	7	63	229410	17	3	2	788832	163	91	106	5.59	3.12	89	2	198	5	98.577	1.024	2605	171619	129237	9
VC-M-Mira	154	450326	4011692	112926	9	47.48	8	8	0	0	8	1005746	4	57	210195	20	8	6	842699	167	83	114	5.71	2.84	79	4	70	1.74	98.761	1.019	2627	414642	167208	5
VC-H-Msrca	91	555664	3989162	241604	6	47.5	4	4	0	0	4	330156	4	42	253869	14	5	9	790848	1975	189	226	67.67	6.48	186	3	0	0	98.556	1.016	2638	555664	324982	4
VC-M-Msrca	163	255146	4030761	76131	16	47.47	8	8	0	0	8	185725	1	60	497891	25	5	7	564374	133	71	93	4.59	2.45	68	3	0	0	97.944	1.024	2610	255146	105536	10
VC-H-Sga	351	108154	3890290	23808	49	47.54	1	1	0	0	1	2379	0	135	854343	12	0	0	137947	91	59	70	3.15	2.04	58	1	0	0	97.696	1.002	2467	108154	31046	31
VC-M-Sga	326	105420	3931012	27573	45	47.53	1	1	0	0	1	9459	0	123	848968	18	1	0	163608	125	60	71	4.32	2.07	58	2	0	0	97.784	1.008	2499	105420	33473	29
VC-H-Soap	100	425556	3932751	135118	10	47.52	7	7	0	0	7	586916	33	51	514780	5	2	1	505039	311	148	176	10.7	5.09	145	3	0	0	98.136	1.011	2586	425699	163193	7
VC-M-Soap	186	246179	3924635	71357	15	47.56	4	4	0	0	4	368149	25	76	661561	10	0	0	357144	265	75	112	9.14	2.59	70	5	0	0	97.895	1.004	2556	246179	113831	10
VC-H-Spades	162	214711	3939988	83518	16	47.51	1	1	0	0	1	62063	1	73	411898	18	5	0	612415	153	61	85	5.26	2.1	58	3	0	0	98.18	1.01	2587	214707	93941	11
VC-M-Spades	146	741022	4035776	262160	5	47.37	3	3	0	0	3	370072	2	100	198492	15	6	6	886549	118	75	88	4.02	2.56	73	2	209	5.18	99.108	1.006	2653	741022	311625	4
VC-H-Velvet	213	157783	3914915	40877	30	47.5	1	1	0	0	1	40085	4	89	793500	5	1	1	217738	112	67	94	3.86	2.31	64	3	0	0	97.978	1.015	2522	157783	54768	19
VC-M-Velvet	156	246346	3944260	92036	15	47.52	6	6	0	0	6	476321	1	64	475730	19	5	3	597804	102	58	86	3.56	2.02	54	4	0	0	98.338	0.995	2595	246346	108108	10
VC-H-Abyss	153	280277	4086478	94508	13	47.57	1	1	0	0	1	8770	6	60	2055249	12	1	1	936969	140	98	241	13.7	9.59	87	11	4125	100.94	95.314	1.071	901	213447	226093	3
VC-M-Abyss	196	178118	3904784	60973	21	47.56	1	1	0	0	1	8436	0	99	2895073	0	0	0	0	119	47	51	11.82	4.67	47	0	0	0	93.926	1.003	885	110288	111096	4
VC-H-Cabog	127	256726	3855600	61249	19	47.53	12	12	0	0	7	42198	2	75	1932711	17	1	3	935406	359	87	112	37.52	9.09	86	1	0	0	91.994	1.004	848	171869	148549	3
VC-M-Cabog	241	140691	3953298	33710	34	47.52	8	8	0	0	8	22901	1	121	2111435	30	1	5	814161	243	54	72	24.06	5.35	52	2	0	0	94.203	1.021	857	110049	78380	6
VC-H-Mira	152	316666	3957629	92000	14	47.5	14	14	0	0	12	26402	2	49	1389455	23	4	4	1520126	349	61	82	33.73	5.9	59	2	198	5	96.487	1.016	916	211909	176605	3
VC-M-Mira	154	450326	4011692	112926	9	47.48	34	34	0	0	24	64057	3	68	1152344	28	6	5	1793338	187	79	158	18.06	7.63	74	5	70	1.74	97.279	1.031	937	450326	420631	2
VC-H-Msrca	91	555664	3989162	241604	6	47.5	2	2	0	0	2	15284	1	19	534574	18	6	8	2383810	748	86	129	71.8	8.25	82	4	0	0	97.172	1.028	938	357911	555664	1
VC-M-Msrca	163	255146	4030761	76131	16	47.47	6	6	0	0	6	19317	2	58	1433311	27	3	5	1516357	205	55	75	19.7	5.29	53	2	0	0	97.03	1.041	927	105536	177955	3
VC-H-Sga	351	108154	3890290	23808	49	47.54	1	1	0	0	1	7351	0	193	2790373	9	0	0	102308	100	46	50	10.05	4.62	46	0	0	0	92.762	1.003	832	79022	56989	8
VC-M-Sga	326	105420	3931012	27573	45	47.53	1	1	0	0	1	8582	0	166	2719046	16	1	0	195476	43	48	51	4.29	4.79	48	0	0	0	93.507	1.014	861	44101	63334	7
VC-H-Soap	100	425556	3932751	135118	10	47.52	6	6	0	0	4	29565	17	33	1272459	11	4	1	1632619	241	72	160	23.62	7.06	63	9	0	0	95.144	1.009	894	224346	246183	2
VC-M-Soap	186	246179	3924635	71357	15	47.56	7	7	0	0	7	31040	19	90	1868996	12	3	1	1035465	135	99	126	13.32	9.77	97	2	0	0	94.501	1.008	889	113831	205557	3
VC-H-Spades	162	214711	3939988	83518	16	47.51	3	3	0	0	3	13682	1	42	1347944	23	2	0	1557501	142	54	71	13.84	5.26	52	2	0	0	95.687	1.009	902	128456	166979	3
VC-M-Spades	146	741022	4035776	262160	5	47.37	2	2	0	0	2	16575	2	75	367337	14	6	5	2605794	84	55	94	8.04	5.26	52	3	209	5.18	97.468	1.018	946	355966	741022	1
VC-H-Velvet	213	157783	3914915	40877	30	47.5	3	3	0	0	3	15104	4	102	2299924	16	1	2	596697	70	123	168	6.89	12.11	117	6	0	0	94.684	1.004	866	137030	85006	5
VC-M-Velvet	156	246346	3944260	92036	15	47.52	6	6	0	0	6	82242	1	58	1433869	21	5	5	1476067	61	52	82	6.04	5.15	50	2	0	0	95.677	1.009	900	140621	187929	3
XA-H-Abyss	154	196813	4913650	89864	21	65.09	2	2	0	0	1	60758	14	88	811285	57	31	51	2950892	15970	707	1032	4032.85	178.54	692	15	50	1.02	20.453	1.133	811	46289	89864	21
XA-H-Cabog	89	312406	4836665	107676	16	65.19	1	1	0	0	1	18508	6	38	622667	46	32	44	3160024	9845	415	649	4068.2	171.49	407	8	0	0	19.597	1.083	774	46286	105803	17
XA-H-Mira	1158	352831	6022342	91268	21	64.17	0	0	0	0	0	0	7	1092	1736491	50	31	44	3202669	10503	388	607	4055.15	149.8	379	9	859	14.26	19.86	1.098	780	46289	105619	16
XA-H-Msrca	138	322669	4928115	117883	15	65.08	0	0	0	0	0	0	7	91	712073	42	30	41	3139397	10183	474	609	4176.56	194.41	468	6	0	0	20.064	1.08	795	46289	117883	15
XA-H-Sga	230	132038	4798962	49072	35	65.2	6	6	0	0	5	256146	22	119	1393651	82	25	63	2178453	30389	1105	1575	4097.65	149	1079	26	0	0	21.403	1.154	836	48600	47829	37
XA-H-Soap	163	196882	4900579	79834	21	65.12	0	0	0	0	0	0	6	87	932542	62	35	56	2899883	13115	468	709	4010.62	143.12	455	13	0	0	20.286	1.06	803	40364	74197	22
XA-H-Spades	156	312376	4971240	117467	16	65.04	0	0	0	0	0	0	8	109	740305	41	30	39	3147412	9276	323	498	4049.19	141	315	8	236	4.75	20.181	1.081	801	46289	117467	16
XA-H-Velvet	156	307295	4889453	83025	20	65.12	0	0	0	0	0	0	12	90	908932	55	35	52	2893059	12158	551	762	3994.56	181.03	542	9	0	0	19.899	1.1	784	46289	83025	20
