All statistics are based on contigs of size >= 500 bp, unless otherwise noted (e.g., "# contigs (>= 0 bp)" and "Total length (>= 0 bp)" include all contigs).

Assembly     # contigs (>= 0 bp)  # contigs (>= 1000 bp)  Total length (>= 0 bp)  Total length (>= 1000 bp)  # contigs  Total length  Largest contig  Reference length  GC (%)  Reference GC (%)  N50     NG50    N75     NG75    L50  LG50  L75  LG75  # misassemblies  Misassembled contigs length  # local misassemblies  # unaligned contigs  Unaligned contigs length  Genome fraction (%)  Duplication ratio  # N's per 100 kbp  # mismatches per 100 kbp  # indels per 100 kbp  # genes         Largest alignment  NA50   NGA50  NA75   NGA75  LA50  LGA50  LA75  LGA75
SA-H-Abyss   132                  89                      3040616                 3031704                    92         3034102       244957          2872915           32.92   32.76             64963   73887   38351   39976   13   12    29   26    61               2016985                      68                     9 + 17 part          194498                    91.574               1.081              0.00               850.67                    61.10                 2457 + 63 part  187397             42776  50757  22162  29333  19    17     42    37   
SA-H-Cabog   56                   56                      2796508                 2796508                    56         2796508       285328          2872915           32.73   32.76             111165  111165  56580   53749   7    7     16   17    78               2395546                      63                     6 + 13 part          64343                     90.746               1.049              0.00               852.32                    72.39                 2450 + 55 part  172651             45901  45901  26603  24159  17    17     35    37   
SA-H-Mira    256                  68                      2890706                 2825994                    110        2853942       379101          2872915           32.75   32.76             132448  132448  50006   50006   7    7     16   16    77               2299960                      77                     62 + 8 part          110268                    91.177               1.049              1.61               865.27                    59.52                 2468 + 54 part  187515             52166  52166  31712  31712  16    16     34    34   
SA-H-Msrca   52                   35                      2896852                 2889489                    39         2892444       449789          2872915           32.85   32.76             221821  221821  123428  174868  5    5     9    8     75               2708175                      78                     3 + 8 part           110359                    91.342               1.062              0.00               889.85                    59.29                 2473 + 55 part  187458             70865  70865  37339  37339  13    13     27    27   
SA-H-Sga     1921                 130                     3024925                 2774031                    150        2787797       173010          2872915           32.63   32.76             39954   38102   28545   26536   22   23    43   45    32               1100475                      44                     33 + 27 part         167542                    89.826               1.016              0.00               817.45                    39.18                 2367 + 76 part  137514             32628  32320  17410  16567  28    29     54    58   
SA-H-Soap    278                  48                      2856225                 2820329                    52         2822930       364183          2872915           32.69   32.76             146332  146332  92436   92436   7    7     13   13    61               2429427                      79                     10 + 9 part          102198                    90.730               1.045              0.00               859.46                    54.12                 2440 + 53 part  187397             79978  79978  33715  33070  13    13     27    28   
SA-H-Spades  72                   40                      2861974                 2851518                    44         2854235       350174          2872915           32.78   32.76             187080  187080  105739  105739  6    6     11   11    67               2666808                      83                     8 + 7 part           89591                     91.314               1.056              2.00               862.97                    52.35                 2469 + 51 part  187456             70865  70865  37339  37339  13    13     27    27   
SA-H-Velvet  82                   57                      2829571                 2822704                    60         2824718       336190          2872915           32.73   32.76             122507  122507  52580   50954   7    7     15   16    64               2358994                      78                     13 + 8 part          104087                    91.052               1.041              0.00               867.67                    59.29                 2455 + 58 part  187397             64058  57767  33895  33070  14    15     30    31   
