#Component	1	2
#Std. deviation	1.364	0.3735
#Proportion of variance explained	0.9303	0.06973
#Loadings	1	2
c5	-0.7071	0.7071
c9	-0.7071	-0.7071
#Scores	1	2
1	-2.931	0.372
2	-3.501	0.2556
3	-1.53	-1.14
4	-9.769	-2.698
5	0.3142	-0.01879
6	-2.191	-0.4751
7	-3.875	-1.068
8	-1.941	0.3387
9	0.2893	0.4177
10	-1.14	0.3725
11	-0.5387	0.6283
12	-0.6594	-0.5238
13	-0.7858	1.479
14	-0.5469	0.01527
15	-0.7296	0.5217
16	-3.46	0.7459
17	1.045	-0.01661
18	1.036	-0.04711
19	0.1197	0.3324
20	-2.815	0.1071
21	-0.952	0.7918
22	-0.5806	0.2633
23	0.2379	0.443
24	1.102	-0.09683
25	0.2893	0.4177
26	-1.14	0.3725
27	-0.5387	0.6283
28	-0.6594	-0.5238
29	-0.7858	1.479
30	-0.5469	0.01527
31	-0.7296	0.5217
32	-3.46	0.7459
33	1.045	-0.01661
34	1.036	-0.04711
35	0.1197	0.3324
36	-2.815	0.1071
37	-0.952	0.7918
38	-0.5806	0.2633
39	0.2379	0.443
40	1.102	-0.09683
41	-0.8958	0.5269
42	-0.5824	0.3966
43	-0.9635	0.1338
44	-1.221	-0.01806
45	0.5446	0.1208
46	-0.9132	0.2282
47	-1.784	0.5611
48	-0.5209	-0.1572
49	-1.767	1.186
50	0.1036	0.1365
51	0.04084	0.01513
52	1.442	-0.1665
53	-0.9113	-0.1364
54	-0.1918	0.1105
55	-1.893	-0.8233
56	0.9559	-0.1424
57	1.031	-0.09224
58	1.33	-0.1252
59	-1.467	0.3964
60	-0.572	-0.2124
61	-2.092	0.9945
62	-2.163	-0.1065
63	0.4	-0.001082
64	0.3734	0.2539
65	-1.767	1.186
66	0.1036	0.1365
67	0.04084	0.01513
68	1.442	-0.1665
69	-0.9113	-0.1364
70	-0.1918	0.1105
71	-1.893	-0.8233
72	0.9559	-0.1424
73	1.031	-0.09224
74	1.33	-0.1252
75	-1.467	0.3964
76	-0.572	-0.2124
77	-2.092	0.9945
78	-2.163	-0.1065
79	0.4	-0.001082
80	0.3734	0.2539
81	1.298	-0.1043
82	1.206	-0.155
83	1.408	-0.1955
84	0.8152	-0.09522
85	1.079	0.03001
86	1.275	-0.1191
87	-1.241	-0.3011
88	-0.4851	-0.4867
89	1.268	-0.06314
90	1.42	-0.1545
91	1.402	-0.1678
92	0.9332	-0.0797
93	-0.1132	0.2854
94	-0.4582	-0.1005
95	1.325	-0.1361
96	1.186	-0.1737
97	1.298	-0.1043
98	1.206	-0.155
99	1.408	-0.1955
100	0.8152	-0.09522
101	1.079	0.03001
102	1.275	-0.1191
103	-1.241	-0.3011
104	-0.4851	-0.4867
105	1.268	-0.06314
106	1.42	-0.1545
107	1.402	-0.1678
108	0.9332	-0.0797
109	-0.1132	0.2854
110	-0.4582	-0.1005
111	1.325	-0.1361
112	1.186	-0.1737
113	1.298	-0.1043
114	1.206	-0.155
115	1.408	-0.1955
116	0.8152	-0.09522
117	1.079	0.03001
118	1.275	-0.1191
119	-1.241	-0.3011
120	-0.4851	-0.4867
121	1.268	-0.06314
122	1.42	-0.1545
123	1.402	-0.1678
124	0.9332	-0.0797
125	-0.1132	0.2854
126	-0.4582	-0.1005
127	1.325	-0.1361
128	1.186	-0.1737
129	1.298	-0.1043
130	1.206	-0.155
131	1.408	-0.1955
132	0.8152	-0.09522
133	1.079	0.03001
134	1.275	-0.1191
135	-1.241	-0.3011
136	-0.4851	-0.4867
137	1.268	-0.06314
138	1.42	-0.1545
139	1.402	-0.1678
140	0.9332	-0.0797
141	-0.1132	0.2854
142	-0.4582	-0.1005
143	1.325	-0.1361
144	1.186	-0.1737
145	1.298	-0.1043
146	1.206	-0.155
147	1.408	-0.1955
148	0.8152	-0.09522
149	1.079	0.03001
150	1.275	-0.1191
151	-1.241	-0.3011
152	-0.4851	-0.4867
153	1.268	-0.06314
154	1.42	-0.1545
155	1.402	-0.1678
156	0.9332	-0.0797
157	-0.1132	0.2854
158	-0.4582	-0.1005
159	1.325	-0.1361
160	1.186	-0.1737
161	1.298	-0.1043
162	1.206	-0.155
163	1.408	-0.1955
164	0.8152	-0.09522
165	1.079	0.03001
166	1.275	-0.1191
167	-1.241	-0.3011
168	-0.4851	-0.4867
169	1.268	-0.06314
170	1.42	-0.1545
171	1.402	-0.1678
172	0.9332	-0.0797
173	-0.1132	0.2854
174	-0.4582	-0.1005
175	1.325	-0.1361
176	1.186	-0.1737
177	1.298	-0.1043
178	1.206	-0.155
179	1.408	-0.1955
180	0.8152	-0.09522
181	1.079	0.03001
182	1.275	-0.1191
183	-1.241	-0.3011
184	-0.4851	-0.4867
185	1.268	-0.06314
186	1.42	-0.1545
187	1.402	-0.1678
188	0.9332	-0.0797
189	-0.1132	0.2854
190	-0.4582	-0.1005
191	1.325	-0.1361
192	1.186	-0.1737
193	0.1522	0.1795
194	-0.3966	-0.04604
195	-0.9503	0.151
196	-1.982	-0.3149
197	0.6498	0.101
198	-1.007	-0.02504
199	-1.292	-0.4226
200	-0.6952	0.06254
201	0.1522	0.1795
202	-0.3966	-0.04604
203	-0.9503	0.151
204	-1.982	-0.3149
205	0.6498	0.101
206	-1.007	-0.02504
207	-1.292	-0.4226
208	-0.6952	0.06254
209	0.1522	0.1795
210	-0.3966	-0.04604
211	-0.9503	0.151
212	-1.982	-0.3149
213	0.6498	0.101
214	-1.007	-0.02504
215	-1.292	-0.4226
216	-0.6952	0.06254
217	-0.2368	0.07331
218	0.4532	-0.05467
219	0.1362	0.2577
220	0.8315	0.02395
221	-0.3614	0.24
222	-1.072	0.5998
223	-2.572	-0.05679
224	0.01785	0.1267
225	1.045	-0.02334
226	1.024	-0.06583
227	-1.159	0.3146
228	0.09375	0.1308
229	0.1178	-0.09709
230	-3.486	0.513
231	0.703	0.03232
232	-0.0802	-0.04181
233	-0.2368	0.07331
234	0.4532	-0.05467
235	0.1362	0.2577
236	0.8315	0.02395
237	-0.3614	0.24
238	-1.072	0.5998
239	-2.572	-0.05679
240	0.01785	0.1267
241	1.045	-0.02334
242	1.024	-0.06583
243	-1.159	0.3146
244	0.09375	0.1308
245	0.1178	-0.09709
246	-3.486	0.513
247	0.703	0.03232
248	-0.0802	-0.04181
249	0.1363	-0.2219
250	-0.4757	0.0916
251	-0.5001	0.3909
252	-0.6023	0.04715
253	0.7374	-0.1394
254	0.2201	-0.1376
255	-0.5577	0.009433
256	-0.2487	0.2777
