Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	# contigs	Total length	Largest contig	GC (%)	N50	N75	L50	L75	# N's per 100 kbp
V_cholerae_MiSeq_abyss_scf	1	0	619	0	1	619	619	37.96	619	619	1	1	0.00
