Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	# contigs	Total length	Largest contig	Reference length	GC (%)	Reference GC (%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	# unaligned contigs	Unaligned contigs length	# N's per 100 kbp
velvet	78	28	4896755	4886186	30	4888113	803895	5373121	61.61	43.42	301388	301388	229873	159191	5	5	9	11	30 + 0 part	4888113	23.08
